,temperature,dewpoint,windSpeed,windDir,hght,longitude,latitude,distance,ob_time,pressure,datetime
1886,,,,,1388.5413,-87.87046,42.775986,150454.0172493694,2021-06-20 23:00:00,857.41986,2021-06-20 23:00:00
1887,,,,,1923.6427,-87.85497,42.67997,135808.55817662674,2021-06-20 23:01:00,802.73413,2021-06-20 23:00:00
1888,,,,,2458.744,-87.83953,42.58395,121186.95028832028,2021-06-20 23:02:00,750.9076,2021-06-20 23:00:00
1889,,,,,2993.8452,-87.824135,42.48793,106590.27847599376,2021-06-20 23:03:00,701.8243,2021-06-20 23:00:00
1890,,,,,3528.9465,-87.808784,42.391907,92018.86779885805,2021-06-20 23:04:00,655.37213,2021-06-20 23:00:00
1891,,,,,4064.0479,-87.79349,42.29588,77474.42487983756,2021-06-20 23:05:00,611.4415,2021-06-20 23:00:00
1892,,,,,4599.149,-87.77823,42.199852,62960.675356340544,2021-06-20 23:06:00,569.92645,2021-06-20 23:00:00
1893,,,,,5134.2505,-87.76302,42.103825,48484.9904884557,2021-06-20 23:07:00,530.7238,2021-06-20 23:00:00
1894,,,,,5669.3516,-87.74786,42.007793,34066.4960594863,2021-06-20 23:08:00,493.73407,2021-06-20 23:00:00
1895,,,,,6204.4526,-87.73274,41.91176,19782.669887054537,2021-06-20 23:09:00,458.8602,2021-06-20 23:00:00
1896,,,,,6739.554,-87.717674,41.815723,6434.568958960616,2021-06-20 23:10:00,426.00812,2021-06-20 23:00:00
1897,,,,,7274.656,-87.70265,41.71969,10429.02461367181,2021-06-20 23:11:00,395.0875,2021-06-20 23:00:00
1898,,,,,7809.757,-87.68767,41.623646,24322.940307594938,2021-06-20 23:12:00,366.0095,2021-06-20 23:00:00
1899,-28.0,,45.99592,260.0,8442.96,-87.67,41.51,41195.57608069346,2021-06-20 23:13:11,333.86496,2021-06-20 23:00:00
1900,,,,,8591.296,-87.64331,41.38604,59821.796107379334,2021-06-20 23:14:11,326.67557,2021-06-20 23:00:00
8488,27.550018,21.553833,7.9697437,228.0,329.0,-87.755,41.78,556.2917356987507,2021-06-20 23:13:00,974.6074,2021-06-20 23:00:00
8489,23.350006,8.503662,25.075537,212.0,883.0,-87.767,41.747,5275.752315355735,2021-06-20 23:14:00,911.8187,2021-06-20 23:00:00
8490,22.050018,6.87796,27.991295,212.0,1089.0,-87.765,41.735,6919.635639274238,2021-06-20 23:14:00,889.3247,2021-06-20 23:00:00
8491,25.550018,21.223206,8.941664,216.0,504.0,-87.763,41.775,1628.232445353223,2021-06-20 23:14:00,954.4066,2021-06-20 23:00:00
8492,23.550018,20.580536,13.995647,220.0,660.0,-87.768,41.767,2789.3238659471663,2021-06-20 23:14:00,936.6863,2021-06-20 23:00:00
8493,23.350006,18.916534,18.077713,219.0,723.00006,-87.768,41.762,3351.320647951324,2021-06-20 23:14:00,929.606,2021-06-20 23:00:00
9087,3.0500183,,51.90053,228.0,3520.0,-86.773,41.078,150638.4744927338,2021-06-20 23:11:00,656.1278,2021-06-20 23:00:00
9088,3.5500183,,54.03875,234.0,3450.0,-86.845,41.155,137005.63775112916,2021-06-20 23:12:00,662.0643,2021-06-20 23:00:00
9089,4.5500183,,50.92861,247.0,3267.0,-86.908,41.225,124864.21871228486,2021-06-20 23:13:00,677.79,2021-06-20 23:00:00
11178,3.5500183,-3.9495544,43.930786,261.0,3698.0,-88.612,41.35,115329.40996041465,2021-06-20 23:00:00,641.2258,2021-06-20 23:00:00
11179,4.350006,0.45758057,46.06901,256.0,3452.0,-88.53,41.438,100657.73650148125,2021-06-20 23:01:00,661.894,2021-06-20 23:00:00
11180,4.0500183,0.40359497,42.958866,258.0,3454.0002,-88.433,41.52,85329.23706408375,2021-06-20 23:02:00,661.724,2021-06-20 23:00:00
11181,4.350006,1.4565735,42.958866,258.0,3446.9998,-88.338,41.6,70742.10359378927,2021-06-20 23:03:00,662.3198,2021-06-20 23:00:00
11182,4.0500183,3.01828,43.930786,256.0,3449.0,-88.253,41.67,58347.79348429989,2021-06-20 23:04:00,662.1495,2021-06-20 23:00:00
11183,6.350006,4.8571777,41.986946,252.0,3073.0002,-88.17,41.74,47133.48012189139,2021-06-20 23:05:00,694.7898,2021-06-20 23:00:00
11184,7.350006,7.350006,43.930786,253.0,2839.0,-88.088,41.808,37857.23897699294,2021-06-20 23:06:00,715.75244,2021-06-20 23:00:00
11185,10.050018,8.569885,42.958866,250.0,2419.0,-88.0,41.872,31038.62489893786,2021-06-20 23:07:00,754.6612,2021-06-20 23:00:00
11186,10.75,9.6284485,41.986946,245.0,2232.0,-87.883,41.883,21354.3451815581,2021-06-20 23:08:00,772.527,2021-06-20 23:00:00
11187,11.350006,5.9771423,41.015026,239.0,2230.0,-87.772,41.883,15581.856955198378,2021-06-20 23:09:00,772.72,2021-06-20 23:00:00
11188,13.550018,1.5374756,37.90488,227.0,1973.0,-87.672,41.883,17669.000020983156,2021-06-20 23:10:00,797.8357,2021-06-20 23:00:00
11189,15.550018,2.5171509,35.96104,228.0,1771.0001,-87.578,41.883,24563.95919983889,2021-06-20 23:11:00,818.03705,2021-06-20 23:00:00
11190,16.850006,4.546295,33.04528,228.0,1623.0,-87.493,41.882,32414.861284833463,2021-06-20 23:12:00,833.0994,2021-06-20 23:00:00
11191,17.050018,4.8266296,30.907055,227.0,1624.0,-87.412,41.883,40650.80914120981,2021-06-20 23:13:00,832.997,2021-06-20 23:00:00
11192,17.050018,5.2494507,33.04528,230.0,1625.0,-87.328,41.883,49432.64356890519,2021-06-20 23:14:00,832.8943,2021-06-20 23:00:00
11236,-16.949982,-33.00705,48.01285,276.0,7047.0,-88.327,41.897,66568.1870667893,2021-06-20 23:00:00,408.0123,2021-06-20 23:00:00
11237,-15.449982,-25.494171,49.95669,282.0,6738.0,-88.333,42.007,73241.39521997815,2021-06-20 23:01:00,426.10086,2021-06-20 23:00:00
11238,-13.75,-23.538132,47.04093,281.0,6429.0,-88.34,42.113,82447.74420392516,2021-06-20 23:02:00,444.83337,2021-06-20 23:00:00
11239,-10.449982,-23.164429,41.986946,275.0,6124.0,-88.347,42.22,93599.26862061076,2021-06-20 23:03:00,463.9721,2021-06-20 23:00:00
11240,-5.9499817,-19.336533,43.930786,266.0,5581.0,-88.358,42.325,106098.54765199244,2021-06-20 23:04:00,499.69305,2021-06-20 23:00:00
11241,1.0500183,-3.8533325,37.90488,242.0,4273.0,-88.375,42.432,120047.94662258579,2021-06-20 23:05:00,594.9484,2021-06-20 23:00:00
11242,1.8500061,1.8500061,32.07336,247.0,3731.0,-88.393,42.537,134337.9862237981,2021-06-20 23:06:00,638.4934,2021-06-20 23:00:00
11243,1.3500061,1.3500061,32.07336,248.0,3734.9998,-88.405,42.625,146429.56558923176,2021-06-20 23:07:00,638.1629,2021-06-20 23:00:00
11244,2.0500183,2.0500183,32.07336,247.0,3742.0002,-88.38,42.712,156723.3619440737,2021-06-20 23:08:00,637.5848,2021-06-20 23:00:00
12295,-19.25,-36.047684,47.04093,275.0,7297.0,-88.228,41.632,57605.04245217941,2021-06-20 23:00:00,393.83694,2021-06-20 23:00:00
12296,-19.449997,-37.014267,43.930786,270.0,7312.0,-88.303,41.717,62273.40158134705,2021-06-20 23:01:00,392.9993,2021-06-20 23:00:00
12297,-18.949997,-35.64261,46.06901,273.0,7184.0005,-88.322,41.823,63997.5710889628,2021-06-20 23:02:00,400.1939,2021-06-20 23:00:00
12298,-16.75,-29.340607,47.04093,279.0,6868.0,-88.33,41.94,68852.07317546882,2021-06-20 23:03:00,418.41318,2021-06-20 23:00:00
12299,-15.449982,-24.296768,49.95669,283.0,6555.9995,-88.337,42.053,77057.47163303933,2021-06-20 23:04:00,437.05527,2021-06-20 23:00:00
12300,-9.449982,-23.721115,41.986946,272.0,5887.0,-88.343,42.165,87640.25772665947,2021-06-20 23:05:00,479.29953,2021-06-20 23:00:00
12301,-3.75,-14.576355,43.930786,267.0,5125.0,-88.352,42.275,99968.87935065619,2021-06-20 23:06:00,531.3826,2021-06-20 23:00:00
12302,-1.4499817,-1.6737366,34.98912,240.0,4335.0,-88.367,42.38,113207.50814587866,2021-06-20 23:07:00,590.12476,2021-06-20 23:00:00
12303,2.350006,0.49249268,33.04528,242.0,3846.0,-88.383,42.483,126890.53919533154,2021-06-20 23:08:00,629.0451,2021-06-20 23:00:00
12304,2.5500183,1.9078674,30.907055,251.0,3748.0,-88.4,42.573,139375.54867952084,2021-06-20 23:09:00,637.08954,2021-06-20 23:00:00
12305,2.0500183,2.0500183,27.991295,248.0,3752.0,-88.4,42.66,150778.11106108155,2021-06-20 23:10:00,636.7596,2021-06-20 23:00:00
15838,16.850006,7.061493,34.98912,228.0,1579.0,-87.585,41.965,33200.54078302184,2021-06-20 23:00:00,837.6205,2021-06-20 23:00:00
15839,18.850006,9.68454,36.93296,226.0,1322.0,-87.645,41.965,30025.489671726413,2021-06-20 23:01:00,864.42596,2021-06-20 23:00:00
15840,21.350006,11.196991,27.019375,222.0,1061.0,-87.707,41.965,28067.975614956857,2021-06-20 23:02:00,892.3555,2021-06-20 23:00:00
15841,22.550018,15.182465,20.021553,224.0,818.0,-87.765,41.965,27707.167910525844,2021-06-20 23:03:00,919.0112,2021-06-20 23:00:00
15842,24.050018,18.261902,8.941664,244.0,610.0,-87.817,41.965,28644.881253876436,2021-06-20 23:04:00,942.33673,2021-06-20 23:00:00
15843,25.850006,21.405762,4.0820637,232.0,399.00003,-87.868,41.965,30617.555739858548,2021-06-20 23:05:00,966.4861,2021-06-20 23:00:00
17526,25.25,,5.0539837,234.0,408.0,-87.892,41.982,34088.5379328891,2021-06-20 23:00:00,965.4457,2021-06-20 23:00:00
17527,24.25,,4.0820637,265.0,530.0,-87.862,41.982,32674.23780701043,2021-06-20 23:00:00,951.4347,2021-06-20 23:00:00
17528,26.75,,4.0820637,149.0,290.0,-87.923,41.982,35819.37575901621,2021-06-20 23:01:00,979.1562,2021-06-20 23:00:00
17529,27.050018,,1.94384,63.0,283.0,-87.927,41.982,36061.05939868239,2021-06-20 23:01:00,979.9744,2021-06-20 23:00:00
18129,25.050018,,8.941664,209.0,481.0,-87.715,41.812,6165.597323996174,2021-06-20 23:00:00,957.04205,2021-06-20 23:00:00
18416,1.8500061,,50.92861,233.0,3448.0,-86.812,41.14,141212.6424244929,2021-06-20 23:00:00,662.23444,2021-06-20 23:00:00
18417,3.850006,,54.03875,241.0,3275.0,-86.877,41.212,128728.01519509387,2021-06-20 23:01:00,677.0963,2021-06-20 23:00:00
18418,6.0500183,,57.92643,239.0,3008.0,-86.938,41.278,117229.83139781487,2021-06-20 23:02:00,700.56226,2021-06-20 23:00:00
18419,8.550018,,54.03875,236.0,2703.9998,-86.998,41.343,105993.73432872776,2021-06-20 23:03:00,728.0773,2021-06-20 23:00:00
18420,12.350006,,53.06683,235.0,2284.0,-87.057,41.407,95046.21191044505,2021-06-20 23:04:00,767.5249,2021-06-20 23:00:00
18421,15.25,,44.902706,230.0,1926.0,-87.118,41.47,84148.5384471497,2021-06-20 23:05:00,802.49963,2021-06-20 23:00:00
18422,18.050018,,32.07336,221.0,1565.0001,-87.183,41.527,73516.8652176314,2021-06-20 23:06:00,839.06323,2021-06-20 23:00:00
18423,20.25,,29.935133,213.0,1314.0,-87.25,41.587,62654.4589531725,2021-06-20 23:07:00,865.2713,2021-06-20 23:00:00
18424,21.75,,27.019375,211.0,1151.0,-87.317,41.645,52236.3428143177,2021-06-20 23:08:00,882.6433,2021-06-20 23:00:00
18425,23.050018,,23.909233,212.0,1011.0,-87.382,41.703,42545.427833401554,2021-06-20 23:09:00,897.78827,2021-06-20 23:00:00
18426,22.75,,21.965393,215.0,1013.0,-87.447,41.76,33861.820337990604,2021-06-20 23:10:00,897.57056,2021-06-20 23:00:00
18427,22.350006,,23.909233,210.0,1009.0,-87.508,41.815,27441.186943158893,2021-06-20 23:11:00,898.0062,2021-06-20 23:00:00
18428,22.75,,23.909233,216.0,1014.0,-87.57,41.848,22464.5285038617,2021-06-20 23:12:00,897.4618,2021-06-20 23:00:00
18429,23.050018,,20.993473,214.0,906.99994,-87.63,41.845,16513.775018368222,2021-06-20 23:13:00,909.17474,2021-06-20 23:00:00
18430,23.850006,,12.051807,217.0,669.0,-87.682,41.833,10952.24358185369,2021-06-20 23:14:00,935.67224,2021-06-20 23:00:00
18783,21.550018,,27.019375,213.0,1016.0,-87.438,41.768,34777.43298075309,2021-06-20 23:00:00,897.2439,2021-06-20 23:00:00
18784,21.050018,,22.937313,221.0,1017.0,-87.433,41.827,35979.64928065641,2021-06-20 23:01:00,897.1351,2021-06-20 23:00:00
18785,20.850006,,22.937313,225.0,1015.0,-87.493,41.84,29980.080308505916,2021-06-20 23:02:00,897.35266,2021-06-20 23:00:00
18786,20.550018,,21.965393,227.0,1015.0,-87.553,41.848,24167.485171464214,2021-06-20 23:03:00,897.35266,2021-06-20 23:00:00
18787,21.350006,,20.021553,215.0,984.0,-87.615,41.847,18055.25692708104,2021-06-20 23:04:00,900.73334,2021-06-20 23:00:00
18788,23.850006,,15.939487,218.0,728.99994,-87.672,41.837,12160.194163782033,2021-06-20 23:05:00,928.93414,2021-06-20 23:00:00
18789,25.050018,,11.079887,219.0,492.0,-87.713,41.813,6422.384214156193,2021-06-20 23:06:00,955.7809,2021-06-20 23:00:00
19857,-27.949997,,46.06901,260.0,8443.0,-87.67,41.51,41195.57608069346,2021-06-20 23:13:11,333.863,2021-06-20 23:00:00
20723,-53.25,,66.09056,249.0,11277.0,-88.813,41.615,120862.86075632946,2021-06-20 23:00:00,216.71344,2021-06-20 23:00:00
20724,-52.75,,62.98042,248.0,11276.0,-88.39,41.902,73539.67488702347,2021-06-20 23:03:00,216.74763,2021-06-20 23:00:00
20725,-52.149994,,61.036575,239.0,11276.0,-87.975,42.198,67428.65306165707,2021-06-20 23:06:00,216.74763,2021-06-20 23:00:00
20726,-48.949997,,70.950165,242.0,10916.0,-87.712,42.418,95812.99329648222,2021-06-20 23:08:00,229.40352,2021-06-20 23:00:00
20727,-46.449997,,75.03222,242.0,10619.0,-87.582,42.527,113718.44621707976,2021-06-20 23:09:00,240.32443,2021-06-20 23:00:00
20728,-43.949997,,74.0603,244.0,10331.0,-87.452,42.635,132710.47063041115,2021-06-20 23:10:00,251.31279,2021-06-20 23:00:00
20729,-41.449997,,68.0344,248.0,10055.0,-87.322,42.743,152488.43461525778,2021-06-20 23:11:00,262.2216,2021-06-20 23:00:00
21489,20.25,,18.077713,233.0,1001.00006,-87.55,41.848,24470.757512369913,2021-06-20 23:00:00,898.8781,2021-06-20 23:00:00
21490,20.850006,,19.049633,217.0,991.0,-87.61,41.847,18520.855198595862,2021-06-20 23:01:00,899.9691,2021-06-20 23:00:00
21491,23.350006,,15.939487,217.0,713.0,-87.668,41.837,12481.868671469285,2021-06-20 23:02:00,930.7269,2021-06-20 23:00:00
21492,25.050018,,7.9697437,215.0,469.0,-87.715,41.813,6281.989560018675,2021-06-20 23:03:00,958.41956,2021-06-20 23:00:00
22879,-0.9499817,,41.015026,265.0,4657.0,-87.712,41.575,30845.04270914278,2021-06-20 23:00:10,565.57855,2021-06-20 23:00:00
22880,-1.4499817,,43.930786,262.0,4776.0,-87.687,41.547,35420.508255682646,2021-06-20 23:00:30,556.71906,2021-06-20 23:00:00
22881,-2.4499817,,42.958866,265.0,4862.0,-87.668,41.515,40519.557111550406,2021-06-20 23:00:50,550.38666,2021-06-20 23:00:00
22882,-2.9499817,,41.986946,267.0,4956.0,-87.655,41.48,45914.41080429608,2021-06-20 23:01:10,543.5323,2021-06-20 23:00:00
22883,-3.4499817,,39.071186,272.0,5130.0,-87.643,41.442,51714.74362021991,2021-06-20 23:01:30,531.0264,2021-06-20 23:00:00
22884,-3.9499817,,41.986946,276.0,5310.0,-87.632,41.405,57342.29409647803,2021-06-20 23:01:50,518.3357,2021-06-20 23:00:00
22885,-5.149994,,41.986946,276.0,5507.9995,-87.62,41.365,63424.91359592009,2021-06-20 23:02:10,504.6607,2021-06-20 23:00:00
22886,-6.9499817,,39.071186,279.0,5721.0,-87.608,41.327,69216.06749008462,2021-06-20 23:02:30,490.27725,2021-06-20 23:00:00
22887,-8.949982,,40.043106,282.0,5934.0,-87.595,41.287,75317.76223025958,2021-06-20 23:02:50,476.22772,2021-06-20 23:00:00
22888,-10.949982,,41.015026,284.0,6136.0,-87.583,41.247,81389.92117879982,2021-06-20 23:03:10,463.20676,2021-06-20 23:00:00
22889,-12.449982,,44.902706,282.0,6331.0,-87.57,41.207,87484.54967117117,2021-06-20 23:03:30,450.9118,2021-06-20 23:00:00
22890,-13.449982,,42.958866,284.0,6523.0,-87.558,41.165,93837.99592721848,2021-06-20 23:03:50,439.0657,2021-06-20 23:00:00
22891,-15.149994,,40.043106,285.0,6727.0005,-87.545,41.123,100212.98224922591,2021-06-20 23:04:10,426.75638,2021-06-20 23:00:00
22892,-16.649994,,40.043106,286.0,6916.0,-87.532,41.083,106296.67099506239,2021-06-20 23:04:30,415.60327,2021-06-20 23:00:00
22893,-18.649994,,39.071186,279.0,7129.0,-87.518,41.04,112833.1456176085,2021-06-20 23:04:50,403.31793,2021-06-20 23:00:00
24561,18.0,,35.996807,219.0,1510.284,-87.417,41.999,49463.14993778574,2021-06-20 23:00:00,844.7209,2021-06-20 23:00:00
24562,17.0,,30.99725,225.0,1507.236,-87.49,41.999,43705.570714695066,2021-06-20 23:01:00,845.03674,2021-06-20 23:00:00
24563,17.0,,36.99672,226.0,1509.0648,-87.555,41.999,39289.53311538096,2021-06-20 23:02:00,844.8473,2021-06-20 23:00:00
24564,17.0,,40.996365,235.0,1506.6263,-87.618,41.999,35894.19280821019,2021-06-20 23:03:00,845.1001,2021-06-20 23:00:00
24565,20.0,,34.996895,221.0,1221.0288,-87.681,41.999,33637.19446001385,2021-06-20 23:04:00,875.1456,2021-06-20 23:00:00
24566,22.0,,26.997604,226.0,938.784,-87.747,41.998,32600.464719316442,2021-06-20 23:05:00,905.6827,2021-06-20 23:00:00
26017,,,,,2757.2817,-87.93699,42.04437,44690.35738722766,2021-06-20 23:00:00,723.1925,2021-06-20 23:00:00
26018,,,,,2459.675,-87.85619,41.99097,33687.94824307146,2021-06-20 23:01:00,750.81976,2021-06-20 23:00:00
26019,,,,,2162.0684,-87.77553,41.93751,23713.177873962708,2021-06-20 23:02:00,779.29553,2021-06-20 23:00:00
26020,14.0,,35.996807,230.0,1864.4615,-87.695,41.884,16700.377936001772,2021-06-20 23:03:00,808.6393,2021-06-20 23:00:00
26021,18.0,,32.997074,232.0,1532.2296,-87.583,41.883,24132.86831767853,2021-06-20 23:04:00,842.4478,2021-06-20 23:00:00
26022,18.0,,32.997074,237.0,1527.9624,-87.471,41.881,34529.54149221095,2021-06-20 23:05:00,842.8895,2021-06-20 23:00:00
26023,18.0,,33.996983,240.0,1521.8665,-87.358,41.881,46172.26539775587,2021-06-20 23:06:00,843.52045,2021-06-20 23:00:00
26024,18.0,,39.996452,231.0,1529.4865,-87.303,41.937,55015.14964209743,2021-06-20 23:07:00,842.7317,2021-06-20 23:00:00
26025,16.0,,31.997162,220.0,1524.6096,-87.355,41.982,53344.11894222876,2021-06-20 23:08:00,843.2364,2021-06-20 23:00:00
26026,17.0,,35.996807,238.0,1517.2944,-87.422,41.982,47385.329235299825,2021-06-20 23:09:00,843.9942,2021-06-20 23:00:00
26027,18.0,,34.996895,230.0,1527.6576,-87.486,41.981,42033.53167138499,2021-06-20 23:10:00,842.9211,2021-06-20 23:00:00
26028,18.0,,34.996895,218.0,1516.6848,-87.55,41.981,37400.65992946802,2021-06-20 23:11:00,844.0575,2021-06-20 23:00:00
26029,19.0,,34.996895,221.0,1336.548,-87.613,41.98,33567.23933286675,2021-06-20 23:12:00,862.8904,2021-06-20 23:00:00
26030,21.0,,24.997782,221.0,1038.1488,-87.68,41.98,30901.30180548871,2021-06-20 23:13:00,894.835,2021-06-20 23:00:00
26031,23.0,,14.99867,219.0,758.3424,-87.747,41.98,29904.538890180862,2021-06-20 23:14:00,925.6531,2021-06-20 23:00:00
1901,,,,,8739.632,-87.61673,41.262077,78422.11571448382,2021-06-20 23:15:11,319.61237,2021-06-20 23:30:00
1902,,,,,8887.968,-87.59024,41.138103,96992.37278269883,2021-06-20 23:16:11,312.6732,2021-06-20 23:30:00
1903,,,,,9036.304,-87.56386,41.01413,115528.73123000949,2021-06-20 23:17:11,305.85648,2021-06-20 23:30:00
1904,,,,,9184.641,-87.537575,40.890144,134032.30253698226,2021-06-20 23:18:11,299.16052,2021-06-20 23:30:00
1905,,,,,9332.976,-87.51138,40.76616,152501.3114103809,2021-06-20 23:19:11,292.58398,2021-06-20 23:30:00
7137,5.0500183,,47.04093,251.0,3353.0,-88.373,41.58,75487.22071378962,2021-06-20 23:40:52,670.3624,2021-06-20 23:30:00
7267,4.0500183,,36.93296,253.0,3688.0,-87.828,42.312,80220.81883905013,2021-06-20 23:20:43,642.0557,2021-06-20 23:30:00
7268,0.05001831,,30.907055,242.0,4602.0,-87.807,42.475,104511.15084006438,2021-06-20 23:22:24,569.71136,2021-06-20 23:30:00
7269,-11.949982,,48.01285,266.0,6279.0005,-87.802,42.72,141487.02926624415,2021-06-20 23:24:36,454.16425,2021-06-20 23:30:00
7270,-18.949997,,41.986946,267.0,7163.0,-87.638,42.832,158844.29101402182,2021-06-20 23:25:56,401.38446,2021-06-20 23:30:00
8121,8.050018,,41.986946,249.0,2834.9998,-89.037,41.928,144965.90929764745,2021-06-20 23:42:38,716.1152,2021-06-20 23:30:00
8122,5.25,,40.043106,253.0,3274.0,-89.02,41.875,142085.94112477635,2021-06-20 23:42:58,677.18286,2021-06-20 23:30:00
8123,5.0500183,,39.071186,261.0,3444.0,-89.002,41.818,139487.34823968442,2021-06-20 23:43:18,662.5751,2021-06-20 23:30:00
8124,4.0500183,,35.96104,267.0,3612.0,-88.98,41.752,136987.10850643466,2021-06-20 23:43:38,648.39087,2021-06-20 23:30:00
8125,2.5500183,,35.96104,276.0,3883.0,-88.955,41.683,134918.3284400011,2021-06-20 23:43:58,626.0294,2021-06-20 23:30:00
8126,1.75,,39.071186,285.0,4194.0,-88.907,41.615,131124.5208072904,2021-06-20 23:44:18,601.1412,2021-06-20 23:30:00
8127,-3.149994,,37.90488,289.0,4816.0,-88.855,41.55,127693.86165329012,2021-06-20 23:44:38,553.76654,2021-06-20 23:30:00
8128,-5.4499817,,29.935133,275.0,5441.0005,-88.805,41.485,125391.72713011391,2021-06-20 23:44:58,509.25497,2021-06-20 23:30:00
8178,16.75,,34.98912,241.0,1740.0001,-87.778,41.785,3205.056868276095,2021-06-20 23:15:54,821.17365,2021-06-20 23:30:00
8179,9.050018,,43.930786,262.0,2630.0002,-87.778,41.785,3205.056868276095,2021-06-20 23:16:18,734.9057,2021-06-20 23:30:00
8180,4.75,,42.958866,260.0,3325.0,-87.807,41.555,34124.384311501504,2021-06-20 23:16:38,672.7735,2021-06-20 23:30:00
8181,2.5500183,,48.01285,270.0,3868.0,-87.838,41.508,41685.87948214315,2021-06-20 23:16:58,627.25055,2021-06-20 23:30:00
8182,-0.6499939,,46.06901,274.0,4353.0,-87.87,41.462,49201.93740889453,2021-06-20 23:17:18,588.73,2021-06-20 23:30:00
8183,-1.9499817,,39.071186,269.0,4545.0,-87.902,41.405,58325.896435356626,2021-06-20 23:17:38,574.02057,2021-06-20 23:30:00
8184,-2.649994,,41.986946,275.0,4950.0,-87.91,41.338,68125.57059753839,2021-06-20 23:17:58,543.9676,2021-06-20 23:30:00
8185,-4.9499817,,40.043106,284.0,5313.0,-87.915,41.268,78313.19429179921,2021-06-20 23:18:18,518.1262,2021-06-20 23:30:00
8186,-8.149994,,39.071186,282.0,5752.0,-87.915,41.195,88853.72827904642,2021-06-20 23:18:38,488.21194,2021-06-20 23:30:00
8187,-10.449982,,39.071186,288.0,6120.0,-87.912,41.118,99959.26846400413,2021-06-20 23:18:58,464.22742,2021-06-20 23:30:00
8188,-13.649994,,41.015026,278.0,6531.9995,-87.91,41.045,110544.49696319608,2021-06-20 23:19:18,438.51675,2021-06-20 23:30:00
8189,-16.649994,,40.043106,285.0,6861.0,-87.908,40.967,121881.72454320373,2021-06-20 23:19:38,418.8243,2021-06-20 23:30:00
8190,-18.649994,,35.96104,282.0,7174.9995,-87.905,40.888,133366.3566447581,2021-06-20 23:19:58,400.7037,2021-06-20 23:30:00
8191,-21.649994,,40.043106,275.0,7590.0,-87.903,40.808,145022.2521583236,2021-06-20 23:20:18,377.73383,2021-06-20 23:30:00
8192,-23.149994,,44.902706,272.0,7873.0,-87.902,40.728,156693.3106739797,2021-06-20 23:20:38,362.69058,2021-06-20 23:30:00
8494,17.350006,4.037018,27.991295,225.0,1580.0,-87.758,41.695,12711.719309430977,2021-06-20 23:15:00,837.5176,2021-06-20 23:30:00
8495,15.25,4.902954,37.90488,238.0,1863.9999,-87.757,41.672,16127.42905137785,2021-06-20 23:15:00,808.6857,2021-06-20 23:30:00
8496,21.350006,6.4678345,27.991295,215.0,1203.0,-87.765,41.73,7645.718388764209,2021-06-20 23:15:00,877.07104,2021-06-20 23:30:00
8497,19.050018,5.1753235,26.047455,218.0,1407.0,-87.762,41.717,9494.633193275084,2021-06-20 23:15:00,855.4846,2021-06-20 23:30:00
8498,18.550018,5.164673,26.047455,218.0,1443.0,-87.762,41.712,10232.986522928191,2021-06-20 23:15:00,851.7202,2021-06-20 23:30:00
8499,14.350006,5.803894,37.90488,244.0,1929.0,-87.763,41.65,19440.50607279734,2021-06-20 23:16:00,802.20123,2021-06-20 23:30:00
8500,14.550018,6.3592224,39.071186,246.0,1911.0,-87.775,41.627,22981.9942884357,2021-06-20 23:16:00,803.9927,2021-06-20 23:30:00
8501,13.850006,6.2447815,42.958866,247.0,2032.0,-87.785,41.605,26377.945512192447,2021-06-20 23:16:00,792.01227,2021-06-20 23:30:00
8502,11.850006,10.411652,46.06901,254.0,2355.0,-87.797,41.583,29825.568962248846,2021-06-20 23:17:00,760.7375,2021-06-20 23:30:00
8503,9.050018,9.050018,44.902706,259.0,2659.0,-87.807,41.562,33101.74387399491,2021-06-20 23:17:00,732.22345,2021-06-20 23:30:00
8504,6.850006,6.83902,44.902706,255.0,3015.9998,-87.818,41.538,36844.186925019974,2021-06-20 23:17:00,699.8498,2021-06-20 23:30:00
8505,5.0500183,4.5412292,44.902706,258.0,3360.0,-87.828,41.515,40421.62521578313,2021-06-20 23:18:00,669.761,2021-06-20 23:30:00
8506,3.350006,1.9921265,43.930786,260.0,3658.0,-87.84,41.49,44340.19479076649,2021-06-20 23:18:00,644.5505,2021-06-20 23:30:00
8507,2.850006,-4.490387,48.98477,266.0,3891.0,-87.852,41.465,48262.95350996173,2021-06-20 23:18:00,625.37897,2021-06-20 23:30:00
8508,1.5500183,-5.8856506,49.95669,266.0,3993.0,-87.863,41.438,52449.251342168296,2021-06-20 23:19:00,617.133,2021-06-20 23:30:00
8509,1.3500061,-6.9272156,49.95669,266.0,4089.9998,-87.875,41.408,57093.65065152247,2021-06-20 23:19:00,609.37317,2021-06-20 23:30:00
8510,-0.75,-6.2114563,47.04093,265.0,4374.0,-87.88,41.375,61981.85074232541,2021-06-20 23:19:00,587.10657,2021-06-20 23:30:00
8511,-2.4499817,-9.03775,46.06901,267.0,4636.0,-87.883,41.342,66824.05829634923,2021-06-20 23:20:00,567.15356,2021-06-20 23:30:00
8512,-2.4499817,-18.157822,47.04093,270.0,4869.0,-87.887,41.307,71985.36676957272,2021-06-20 23:20:00,549.87396,2021-06-20 23:30:00
8513,-3.4499817,-20.348862,41.015026,271.0,5104.0,-87.89,41.27,77417.52584092485,2021-06-20 23:20:00,532.8801,2021-06-20 23:30:00
